Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
2,93,437,1118846988200,16.182,356.366,6451362.241,1873113.682,14.5,4.9,2,44.29,5.93,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,94,437,1118846988300,16.278,360.839,6451365.484,1873110.562,14.5,4.9,2,44.76,3.22,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,95,437,1118846988400,16.374,365.347,6451368.727,1873107.443,14.5,4.9,2,45.06,1.56,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,96,437,1118846988500,16.47,369.842,6451371.949,1873104.343,14.5,4.9,2,45.36,4.39,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,97,437,1118846988600,16.552,374.381,6451375.234,1873101.204,14.5,4.9,2,45.92,7.14,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,98,437,1118846988700,16.651,379.01,6451378.566,1873097.999,14.5,4.9,2,46.6,6.98,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,99,437,1118846988800,16.768,383.731,6451381.95,1873094.722,14.5,4.9,2,47.05,2.83,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,100,437,1118846988900,16.87,388.486,6451385.412,1873091.392,14.5,4.9,2,47.05,-2.84,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,101,437,1118846989000,16.987,393.207,6451388.796,1873088.115,14.5,4.9,2,46.6,-6.98,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,102,437,1118846989100,17.085,397.835,6451392.128,1873084.911,14.5,4.9,2,45.92,-7.14,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,103,437,1118846989200,17.167,402.374,6451395.413,1873081.771,14.5,4.9,2,45.36,-4.38,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,104,437,1118846989300,17.263,406.869,6451398.635,1873078.672,14.5,4.9,2,45.06,-1.55,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,105,437,1118846989400,17.359,411.355,6451401.878,1873075.552,14.5,4.9,2,44.96,0.09,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,106,437,1118846989500,17.456,415.85,6451405.121,1873072.432,14.5,4.9,2,44.97,0.24,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,107,437,1118846989600,17.552,420.35,6451408.364,1873069.313,14.5,4.9,2,44.99,0,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,108,437,1118846989700,17.648,424.849,6451411.607,1873066.193,14.5,4.9,2,44.99,0,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,109,437,1118846989800,17.745,429.348,6451414.85,1873063.073,14.5,4.9,2,44.99,0,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,110,437,1118846989900,17.841,433.847,6451418.093,1873059.954,14.5,4.9,2,44.99,0,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,111,437,1118846990000,17.937,438.344,6451421.336,1873056.834,14.5,4.9,2,45.01,0.25,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,112,437,1118846990100,18.034,442.847,6451424.579,1873053.714,14.5,4.9,2,45.02,0.11,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,113,437,1118846990200,18.13,447.363,6451427.822,1873050.594,14.5,4.9,2,44.9,-2.01,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,114,437,1118846990300,18.227,451.87,6451431.086,1873047.454,14.5,4.9,2,44.46,-6.26,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,115,437,1118846990400,18.363,456.317,6451434.272,1873044.334,14.5,4.9,2,43.62,-10.97,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,116,437,1118846990500,18.479,460.62,6451437.369,1873041.321,14.5,4.9,2,42.47,-11.2,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,117,437,1118846990600,18.559,464.803,6451440.387,1873038.432,14.5,4.9,2,41.41,-9.58,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,118,437,1118846990700,18.642,468.862,6451443.284,1873035.649,14.5,4.9,2,40.72,-4.34,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,119,437,1118846990800,18.632,472.879,6451446.253,1873032.926,14.5,4.9,2,40.49,0.29,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,120,437,1118846990900,18.552,476.914,6451449.281,1873030.245,14.5,4.9,2,40.6,2.31,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,121,437,1118846991000,18.384,480.991,6451452.38,1873027.617,14.5,4.9,2,40.76,1.38,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,122,437,1118846991100,18.148,485.093,6451455.566,1873025.002,14.5,4.9,2,40.72,-1.72,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,123,437,1118846991200,17.936,489.167,6451458.729,1873022.375,14.5,4.9,2,40.5,-3.29,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,124,437,1118846991300,17.723,493.186,6451461.892,1873019.749,14.5,4.9,2,40.38,-0.46,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,125,437,1118846991400,17.572,497.205,6451465.054,1873017.123,14.5,4.9,2,40.43,2.24,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,126,437,1118846991500,17.421,501.276,6451468.217,1873014.497,14.5,4.9,2,40.38,-1.13,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,127,437,1118846991600,17.29,505.364,6451471.39,1873011.836,14.5,4.9,2,39.83,-9.79,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,128,437,1118846991700,17.225,509.286,6451474.399,1873009.231,14.5,4.9,2,38.59,-11.2,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,129,437,1118846991800,17.144,513.068,6451477.261,1873006.781,14.5,4.9,2,37.02,-11.2,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,130,437,1118846991900,17.07,516.71,6451479.983,1873004.446,14.5,4.9,2,35.73,-10.36,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,131,437,1118846992000,17.08,520.185,6451482.549,1873002.137,14.5,4.9,2,35.04,-3.45,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,132,437,1118846992100,17.217,523.642,6451485.02,1872999.744,14.5,4.9,2,34.85,0.67,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,133,437,1118846992200,17.352,527.124,6451487.556,1872997.295,14.5,4.9,2,34.91,1.18,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,134,437,1118846992300,17.479,530.629,6451490.079,1872994.868,14.5,4.9,2,34.99,0.09,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,135,437,1118846992400,17.606,534.131,6451492.601,1872992.442,14.5,4.9,2,34.99,-0.23,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,136,437,1118846992500,17.734,537.628,6451495.123,1872990.015,14.5,4.9,2,34.97,-0.05,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,137,437,1118846992600,17.86,541.125,6451497.646,1872987.589,14.5,4.9,2,34.96,-0.1,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,138,437,1118846992700,17.988,544.619,6451500.168,1872985.162,14.5,4.9,2,34.98,0.24,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,139,437,1118846992800,18.119,548.11,6451502.683,1872982.738,14.5,4.9,2,35.07,1.46,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,140,437,1118846992900,18.246,551.616,6451505.205,1872980.312,14.5,4.9,2,35.29,2.86,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,141,437,1118846993000,18.356,555.159,6451507.765,1872977.874,14.5,4.9,2,35.54,2.64,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,142,437,1118846993100,18.468,558.739,6451510.37,1872975.395,14.5,4.9,2,35.67,0.42,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,143,437,1118846993200,18.518,562.322,6451513.02,1872972.957,14.5,4.9,2,35.63,-1.59,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,144,437,1118846993300,18.474,565.876,6451515.693,1872970.626,14.5,4.9,2,35.53,-1.06,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,145,437,1118846993400,18.397,569.41,6451518.365,1872968.34,14.5,4.9,2,35.53,1.08,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,146,437,1118846993500,18.363,572.964,6451521.031,1872966.001,14.5,4.9,2,35.63,1.61,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,147,437,1118846993600,18.414,576.547,6451523.681,1872963.563,14.5,4.9,2,35.68,-0.39,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,148,437,1118846993700,18.471,580.128,6451526.323,1872961.124,14.5,4.9,2,35.55,-2.59,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,149,437,1118846993800,18.455,583.674,6451528.968,1872958.78,14.5,4.9,2,35.28,-3.06,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,150,437,1118846993900,18.4,587.178,6451531.612,1872956.488,14.5,4.9,2,35.06,-1.52,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,151,437,1118846994000,18.339,590.654,6451534.257,1872954.205,14.5,4.9,2,35.09,1.8,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,152,437,1118846994100,18.285,594.145,6451536.879,1872951.932,14.5,4.9,2,35.49,5.97,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,153,437,1118846994200,18.189,597.703,6451539.586,1872949.64,14.5,4.9,2,36.22,9.1,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,154,437,1118846994300,18.135,601.369,6451542.363,1872947.23,14.5,4.9,2,37.08,8.86,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,155,437,1118846994400,18.115,605.141,6451545.191,1872944.727,14.5,4.9,2,37.8,5.85,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,156,437,1118846994500,18.055,608.965,6451548.1,1872942.206,14.5,4.9,2,38.3,3.7,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,157,437,1118846994600,17.996,612.813,6451550.995,1872939.696,14.5,4.9,2,38.73,4.14,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,158,437,1118846994700,17.92,616.7,6451553.927,1872937.176,14.5,4.9,2,39.18,5.22,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,159,437,1118846994800,17.876,620.649,6451556.903,1872934.574,14.5,4.9,2,39.62,4.25,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,160,437,1118846994900,17.813,624.658,6451559.948,1872931.935,14.5,4.9,2,39.83,0.29,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,161,437,1118846995000,17.751,628.662,6451562.971,1872929.315,14.5,4.9,2,39.73,-2.71,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,162,437,1118846995100,17.689,632.617,6451565.993,1872926.695,14.5,4.9,2,39.58,-1.51,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,163,437,1118846995200,17.66,636.551,6451569.016,1872924.075,14.5,4.9,2,39.57,1.28,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,164,437,1118846995300,17.635,640.502,6451572.038,1872921.455,14.5,4.9,2,39.71,2.64,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,165,437,1118846995400,17.609,644.493,6451575.061,1872918.835,14.5,4.9,2,39.91,1.4,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,166,437,1118846995500,17.584,648.502,6451578.083,1872916.215,14.5,4.9,2,40,0,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,167,437,1118846995600,17.559,652.503,6451581.106,1872913.595,14.5,4.9,2,39.98,-0.25,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,168,437,1118846995700,17.534,656.499,6451584.128,1872910.975,14.5,4.9,2,39.97,-0.06,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,169,437,1118846995800,17.508,660.485,6451587.151,1872908.355,14.5,4.9,2,40.08,1.69,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,170,437,1118846995900,17.484,664.485,6451590.151,1872905.754,14.5,4.9,2,40.38,4.22,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,171,437,1118846996000,17.441,668.536,6451593.22,1872903.116,14.5,4.9,2,40.81,5.21,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,172,437,1118846996100,17.432,672.648,6451596.332,1872900.396,14.5,4.9,2,41.27,4.17,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,173,437,1118846996200,17.406,676.799,6451599.482,1872897.665,14.5,4.9,2,41.69,3.72,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,174,437,1118846996300,17.38,680.974,6451602.619,1872894.946,14.5,4.9,2,42.2,5.84,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,175,437,1118846996400,17.314,685.203,6451605.836,1872892.209,14.5,4.9,2,42.92,8.82,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,176,437,1118846996500,17.284,689.536,6451609.104,1872889.38,14.5,4.9,2,43.77,9.03,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,177,437,1118846996600,17.297,693.977,6451612.442,1872886.432,14.5,4.9,2,44.49,5.88,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,178,437,1118846996700,17.269,698.481,6451615.864,1872883.465,14.5,4.9,2,44.9,2.07,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
2,179,437,1118846996800,17.241,702.998,6451619.265,1872880.517,14.5,4.9,2,45.03,-0.08,2,NA,NA,NA,NA,NA,NA,0,13,0,0,us-101
